City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Sinnamary,5.3833,-52.95,77.18,84,82,13.71,GF,1612074169
Vzmorye,54.6961,20.2361,33.8,75,75,8.95,RU,1612074324
Airai,-8.9266,125.4092,65.1,100,100,6.89,TL,1612074324
Pringsewu,-5.3582,104.9744,78.82,86,84,2.39,ID,1612074325
Namatanai,-3.6667,152.4333,84.16,61,100,9.66,PG,1612074325
Morro Bay,35.3658,-120.8499,46.0,93,20,1.01,US,1612074325
Broken Hill,-31.95,141.4333,87.8,23,18,13.8,AU,1612074251
Ivanovka,42.8878,75.085,42.8,45,0,11.18,KG,1612074325
Cascais,38.6979,-9.4215,57.99,85,88,11.01,PT,1612074326
Portland,45.5234,-122.6762,46.99,81,90,13.8,US,1612074011
Yar-Sale,66.8333,70.8333,-14.35,88,100,15.68,RU,1612074057
Calama,-22.4667,-68.9333,46.4,36,0,16.11,CL,1612074326
Hoquiam,46.9809,-123.8893,46.0,81,90,10.36,US,1612074326
Hobyo,5.3505,48.5268,78.64,63,63,16.8,SO,1612074326
Ancud,-41.8697,-73.8203,51.01,93,0,3.44,CL,1612074326
Calabozo,8.9242,-67.4293,76.51,63,87,8.25,VE,1612074327
Kirakira,-10.4544,161.9205,79.77,85,92,14.0,SB,1612074327
Norcross,33.9412,-84.2135,42.01,65,90,10.69,US,1612074327
Ngunguru,-35.6167,174.5,69.01,66,0,5.99,NZ,1612074328
Blairmore,49.6,-114.4353,30.2,74,27,4.61,CA,1612074328
Juneau,58.3019,-134.4197,26.6,80,20,5.91,US,1612074306
Oodweyne,9.4092,45.064,72.28,21,0,2.8,SO,1612074328
Guadalupe y Calvo,26.1,-106.9667,42.13,69,35,4.5,MX,1612074328
Sur,22.5667,59.5289,75.56,40,0,4.79,OM,1612074196
Bairiki Village,1.3292,172.9752,82.4,78,40,13.04,KI,1612074329
Belaya Gora,68.5333,146.4167,-34.29,84,98,4.74,RU,1612074329
Ol'ga,43.7444,135.2892,13.95,75,0,6.44,RU,1612074329
Ustyuzhna,58.8394,36.4321,12.88,96,99,5.73,RU,1612074329
Poum,-20.2333,164.0167,79.77,70,10,9.64,NC,1612074196
Kalmunai,7.4167,81.8167,80.94,78,88,7.58,LK,1612074330
Muisne,0.6,-80.0333,75.97,89,24,3.42,EC,1612074330
Bintulu,3.1667,113.0333,87.8,79,40,8.05,MY,1612074331
Rio Grande,-32.035,-52.0986,68.0,99,100,3.33,BR,1612074123
Birnin Kebbi,12.4539,4.1975,63.48,25,6,8.88,NG,1612074332
Don Luan,11.5333,106.9167,93.33,34,70,0.65,VN,1612074332
Fort Nelson,58.8053,-122.7002,-16.6,76,40,2.21,CA,1612074332
Vostok,46.4856,135.8833,-6.32,85,20,4.85,RU,1612074332
Gwadar,25.1216,62.3254,71.78,61,0,8.25,PK,1612074332
Ukiah,39.1502,-123.2078,48.2,66,90,5.75,US,1612074602
Vikhorevka,56.1201,101.1636,-31.0,75,24,6.71,RU,1612074333
Makakilo City,21.3469,-158.0858,73.4,68,1,4.61,US,1612074333
Volksrust,-27.3654,29.8818,66.0,78,87,1.7,ZA,1612074333
Krasnyy Yar,46.5331,48.3456,30.2,100,90,13.42,RU,1612074333
Tupik,54.4253,119.9327,-22.77,79,68,2.57,RU,1612074334
Paramirim,-13.4425,-42.2389,66.09,84,1,3.8,BR,1612074334
Umluj,25.0213,37.2685,67.8,42,0,10.76,SA,1612074334
Yangi Marg`ilon,40.4272,71.7189,48.2,25,100,2.3,UZ,1612074334
Sakakah,29.9697,40.2064,48.2,49,0,8.05,SA,1612074140
Felanitx,39.4696,3.1483,57.99,51,20,13.8,ES,1612074335
Brownsville,25.9018,-97.4975,71.01,88,90,6.91,US,1612074335
Pampa,35.5362,-100.9599,37.4,80,1,6.91,US,1612074336
Miles City,46.4083,-105.8406,24.8,86,75,6.91,US,1612074336
Mazatlán,23.2167,-106.4167,66.0,82,1,3.44,MX,1612074127
Linqiong,30.4159,103.4609,64.0,31,20,2.24,CN,1612074336
Zhezkazgan,47.8043,67.7144,20.62,95,76,6.76,KZ,1612074337
Arica,-18.475,-70.3042,71.6,68,90,5.75,CL,1612074253
Vila,42.0304,-8.1588,48.99,96,100,7.52,PT,1612074337
São João do Piauí,-8.3581,-42.2467,68.65,92,100,2.64,BR,1612074337
Ludvika,60.1496,15.1878,5.0,92,13,2.3,SE,1612074338
Avera,33.194,-82.5271,44.6,87,90,8.05,US,1612074338
Lubsko,51.7847,14.972,19.0,87,45,3.02,PL,1612074338
Tuatapere,-46.1333,167.6833,62.46,62,100,0.81,NZ,1612074338
Narsaq,60.9167,-46.05,39.2,28,75,29.93,GL,1612074339
Zhob,31.3411,69.4481,57.06,31,0,0.45,PK,1612074339
Marsá Maţrūḩ,31.3525,27.2453,53.6,66,0,13.8,EG,1612074339
Kalemie,-5.9475,29.1947,73.62,83,98,0.36,CD,1612074340
Zarubino,42.63,131.0922,12.87,92,85,6.67,RU,1612074340
Senhor do Bonfim,-10.4614,-40.1894,66.45,95,100,5.26,BR,1612074340
Bugene,-1.5911,31.1403,65.26,86,13,1.48,TZ,1612074340
Dano,11.15,-3.0667,67.14,24,4,7.14,BF,1612074341
Lüderitz,-26.6481,15.1594,65.08,63,0,17.6,NA,1612074341
Shingū,33.7333,135.9833,53.6,40,20,12.66,JP,1612074341
Tadine,-21.55,167.8833,78.58,74,81,19.06,NC,1612074342
Chicama,-7.8447,-79.1469,73.42,64,51,6.17,PE,1612074342
Myrtle Grove,30.421,-87.3075,66.2,88,90,17.27,US,1612074342
Ust-Maya,60.4167,134.5333,-32.71,81,100,2.55,RU,1612074342
Port Hardy,50.6996,-127.4199,44.6,87,90,19.57,CA,1612074050
Abadan,38.0507,58.2056,55.4,54,75,4.61,TM,1612074343
Chipata,-13.6333,32.65,70.65,88,86,3.74,ZM,1612074343
Ponce,18.073,-66.6185,73.99,82,34,8.72,PR,1612074343
Garhwa,24.1833,83.8167,71.04,22,0,5.61,IN,1612074343
Manzhouli,49.6,117.4333,-10.21,86,96,7.09,CN,1612074343
Arrondissement de Saint-Gaudens,43.0833,0.6667,48.0,100,90,19.57,FR,1612074343
Njombe,-9.3333,34.7667,63.39,90,91,5.75,TZ,1612074343
Muscat,23.6139,58.5922,78.8,29,0,2.3,OM,1612074344
Kayerkan,69.3497,87.7602,-31.5,74,0,5.01,RU,1612074344
Kurchum,48.5722,83.6542,3.31,91,57,2.24,KZ,1612074344
Pangnirtung,66.1451,-65.7125,-4.86,79,66,3.4,CA,1612074344
Khovd,48.0056,91.6419,18.93,71,13,3.62,MN,1612074344
Along,28.1667,94.7667,72.75,28,0,1.19,IN,1612074345
Mahajanga,-15.7167,46.3167,86.0,66,20,9.22,MG,1612074345
Uyuni,-20.4597,-66.825,50.13,43,35,6.44,BO,1612074345
Seoul,37.5683,126.9778,50.0,37,75,8.05,KR,1612074192
Arlit,18.7369,7.3853,55.24,31,31,3.09,NE,1612074346
Yanam,16.7333,82.2167,80.6,69,14,5.75,IN,1612074346
Azul,-36.777,-59.8585,53.01,77,36,1.01,AR,1612074157
Bharatpur,27.2167,77.4833,68.7,25,0,4.76,IN,1612074346
Sola,-13.8833,167.55,87.8,70,75,9.28,VU,1612074346
Vuktyl,63.8567,57.3094,5.4,94,100,9.08,RU,1612074347
Kijabe,-0.933,36.5758,62.01,61,75,4.59,KE,1612074347
Ulladulla,-35.35,150.4667,68.0,94,90,4.61,AU,1612074347
Ozark,37.0209,-93.206,46.0,94,79,8.99,US,1612074347
Laichow,37.1717,119.9214,53.87,39,0,12.88,CN,1612074348
Crawfordsville,40.0411,-86.8745,33.8,100,90,20.71,US,1612074348
Sorong,-0.8833,131.25,82.47,75,94,11.72,ID,1612074348
Şurmān,32.7567,12.5716,62.92,30,28,21.68,LY,1612074348
Shimanovsk,52.0,127.7,-15.3,84,100,2.68,RU,1612074348
Riviere-au-Renard,48.9957,-64.3971,17.6,79,40,9.22,CA,1612074349
Waingapu,-9.6567,120.2641,83.57,74,100,18.43,ID,1612074349
Mugur-Aksy,50.35,90.5,14.76,80,0,5.35,RU,1612074075
Acapulco de Juárez,16.8634,-99.8901,75.24,80,77,3.42,MX,1612074104
Togur,58.3631,82.8265,-18.72,86,100,9.37,RU,1612074350
Pacific Grove,36.6177,-121.9166,51.01,87,90,4.61,US,1612074240
Argayash,55.4888,60.8767,10.4,85,63,4.23,RU,1612074351
Kapuskasing,49.4169,-82.4331,-16.6,76,0,2.59,CA,1612074351
Hualmay,-11.0964,-77.6139,70.25,79,98,8.21,PE,1612074352
San-Pédro,4.7485,-6.6363,76.14,94,6,5.75,CI,1612074352
Marsabit,2.3284,37.9899,65.66,65,39,15.86,KE,1612074352
Beyneu,45.3167,55.2,35.6,84,99,12.77,KZ,1612074352
Artvin Province,41.1667,41.8333,55.4,41,75,11.5,TR,1612074269
Vila Franca do Campo,37.7167,-25.4333,63.0,94,75,14.97,PT,1612074353
Ponta Delgada,37.7333,-25.6667,63.0,94,75,14.97,PT,1612074353
Monrovia,6.3005,-10.7969,75.2,94,40,4.7,LR,1612074160
Tunceli,39.1083,39.5471,37.4,93,90,8.05,TR,1612074354
Kadoma,34.7333,135.5833,51.8,46,20,10.36,JP,1612074354
Paita,-5.0892,-81.1144,75.88,69,19,9.28,PE,1612074354
Yabrūd,33.9674,36.6574,48.2,76,40,18.41,SY,1612074354
Dhidhdhoo,6.8833,73.1,81.77,66,0,7.05,MV,1612074354
Havøysund,70.9963,24.6622,26.6,86,75,9.22,NO,1612074355
Storforshei,66.4043,14.5233,11.98,83,100,1.25,NO,1612074356
Seymchan,62.8833,152.4333,-28.91,81,100,9.31,RU,1612074356
Sampit,-2.5333,112.95,94.6,46,100,2.71,ID,1612074263
Saint-Louis,16.3333,-15.0,71.6,40,0,2.3,SN,1612074357
Aripuanã,-9.1667,-60.6333,72.21,99,99,1.36,BR,1612074358
Balaipungut,1.05,101.2833,84.2,61,40,2.89,ID,1612074241
Saint Paul,44.9444,-93.0933,30.2,80,90,8.05,US,1612074359
Samarai,-10.6167,150.6667,84.63,73,100,18.01,PG,1612074359
Udachny,66.4167,112.4,-29.34,81,100,13.56,RU,1612074359
Stephenville,32.2207,-98.2023,55.0,40,1,4.61,US,1612074359
Kaeo,-35.1,173.7833,69.01,66,6,5.99,NZ,1612074360
Chernyshevskiy,63.0128,112.4714,-26.39,84,100,6.15,RU,1612074360
Malpe,13.35,74.7167,86.0,58,0,6.91,IN,1612074360
Velykyy Burluk,50.0379,37.3987,36.41,97,100,17.72,UA,1612074360
Cururupu,-1.8283,-44.8683,75.63,91,100,2.62,BR,1612074360
Vestmanna,62.1564,-7.1664,30.2,69,20,11.5,FO,1612074360
Saint-Joseph,-21.3667,55.6167,89.6,58,0,20.71,RE,1612074360
Palafrugell,41.9174,3.1631,51.01,100,0,0.74,ES,1612074361
Ipoh,4.5841,101.0829,89.6,51,20,2.3,MY,1612074361
Gizo Government Station,-8.103,156.8419,85.69,70,87,22.19,SB,1612074361
Pasni,25.2631,63.471,68.99,58,0,6.46,PK,1612074361
Banjar,-8.19,114.9675,87.8,70,20,14.97,ID,1612074361
Lubao,14.9167,120.55,82.4,51,75,4.61,PH,1612074361
Berlevåg,70.8578,29.0864,25.47,95,100,19.95,NO,1612074361
Santa Cruz Cabrália,-16.2781,-39.0247,73.4,94,75,3.44,BR,1612074362
Qiqihar,47.3408,123.9672,-0.31,90,100,6.17,CN,1612074362
Lugovoy,42.9472,72.7644,42.24,66,100,2.57,KZ,1612074362
Tahoua,14.8888,5.2692,60.8,23,19,4.61,NE,1612074362
Malakal,9.5334,31.6605,76.8,19,73,11.63,SS,1612074248
Fraga,41.5229,0.3489,48.0,76,0,26.46,ES,1612074362
Brae,60.3964,-1.353,35.6,87,40,12.66,GB,1612074363
‘Āhuimanu,21.4447,-157.8378,73.4,73,20,13.8,US,1612074363
Rokytne,51.2796,27.214,19.54,98,92,6.4,UA,1612074363
Tanah Merah,5.8,102.15,84.2,74,40,14.97,MY,1612074363
Chimoio,-19.1164,33.4833,75.2,94,75,4.61,MZ,1612074363
Shakawe,-18.3667,21.85,68.27,92,100,6.58,BW,1612074363
Alghero,40.5589,8.3181,55.4,67,75,14.97,IT,1612074363
Caravelas,-17.7125,-39.2481,73.67,88,4,2.82,BR,1612074178
